atributo,classe
"-19.732.360.736.928.200,00","0,00"
"71.751.666.579.861.800,00","0,00"
"320.998.826.126.030.000,00","1.000.000.000.000.000.000,00"
"29.966.810.583.890.000,00","0,00"
"151.140.092.311.905.000,00","1.000.000.000.000.000.000,00"
"-124.364.073.305.954.000,00","0,00"
"161.402.303.949.578.000,00","0,00"
"482.382.064.875.141.000,00","1.000.000.000.000.000.000,00"
"297.401.662.017.296.000,00","1.000.000.000.000.000.000,00"
"-264.586.787.794.516.000,00","1.000.000.000.000.000.000,00"
"429.115.417.113.647.000,00","1.000.000.000.000.000.000,00"
"63.447.011.343.043.000,00","0,00"
"48.327.157.785.066.100,00","0,00"
"206.115.779.889.840.000,00","1.000.000.000.000.000.000,00"
"-146.094.848.308.537.000,00","0,00"
"-16.856.743.402.694.800,00","0,00"
"20.189.996.016.004.200,00","0,00"
"29.449.667.271.468.200,00","0,00"
"5.874.546.244.971.870,00","0,00"
"568.081.574.624.167.000,00","1.000.000.000.000.000.000,00"
"103.401.414.183.545.000,00","0,00"
"616.920.832.110.984.000,00","1.000.000.000.000.000.000,00"
"106.238.177.209.732.000,00","0,00"
"-79.123.614.189.593.200,00","0,00"
"23.304.698.722.600.800,00","0,00"
"14.460.393.560.347.200,00","0,00"
"52.220.737.256.597.600,00","0,00"
"302.963.089.740.171.000,00","1.000.000.000.000.000.000,00"
"-52.195.997.300.974.200,00","0,00"
"33.086.545.988.199.100,00","1.000.000.000.000.000.000,00"
"-1.637.812.860.531.470,00","0,00"
"599.395.944.672.848.000,00","1.000.000.000.000.000.000,00"
"66.659.986.574.146.800,00","0,00"
"148.906.297.071.293.000,00","0,00"
"4.053.422.377.913.460,00","0,00"
"63.841.762.849.247.200,00","1.000.000.000.000.000.000,00"
"-97.179.106.724.152.300,00","0,00"
"-167.210.945.051.597.000,00","0,00"
"744.702.564.255.799.000,00","1.000.000.000.000.000.000,00"
"-169.909.270.898.422.000,00","0,00"
"28.390.126.245.844.900,00","0,00"
"74.808.216.325.661.400,00","0,00"
"362.458.349.634.027.000,00","1.000.000.000.000.000.000,00"
"195.040.545.555.565.000,00","0,00"
"232.837.378.258.128.000,00","0,00"
"-69.467.089.132.761.000,00","0,00"
"94.615.177.628.719.000,00","1.000.000.000.000.000.000,00"
"36.047.372.380.621.900,00","0,00"
"-147.372.032.860.442.000,00","0,00"
"554.355.414.187.960.000,00","1.000.000.000.000.000.000,00"
"792.337.085.226.025.000,00","1.000.000.000.000.000.000,00"
"-182.714.743.953.140.000,00","0,00"
"96.917.688.855.439.000,00","0,00"
"45.749.592.549.003.600,00","0,00"
"168.505.020.304.200.000,00","0,00"
"193.909.737.462.480.000,00","0,00"
"-85.458.388.725.609.500,00","0,00"
"588.820.605.504.060.000,00","1.000.000.000.000.000.000,00"
"468.270.584.662.211.000,00","1.000.000.000.000.000.000,00"
"70.416.882.300.920.300,00","0,00"
"5.545.784.926.491.900,00","0,00"
"-42.591.938.586.796.400,00","0,00"
"400.389.081.812.281.000,00","1.000.000.000.000.000.000,00"
"143.360.462.102.406.000,00","1.000.000.000.000.000.000,00"
"80.479.682.587.335.800,00","1.000.000.000.000.000.000,00"
"520.079.613.343.787.000,00","1.000.000.000.000.000.000,00"
"-2.124.256.609.216.460,00","0,00"
"569.619.250.561.996.000,00","1.000.000.000.000.000.000,00"
"596.910.121.755.705.000,00","1.000.000.000.000.000.000,00"
"-7.981.171.589.518.400,00","0,00"
"177.054.072.097.049.000,00","0,00"
"-89.089.216.920.069.800,00","0,00"
"-93.432.818.547.441.900,00","0,00"
"-172.146.278.828.351.000,00","0,00"
"310.776.650.477.154.000,00","1.000.000.000.000.000.000,00"
"-52.693.891.346.718.900,00","0,00"
"86.004.747.161.850.000,00","1.000.000.000.000.000.000,00"
"108.843.590.082.197.000,00","0,00"
"156.397.812.975.610.000,00","0,00"
"193.619.507.144.702.000,00","1.000.000.000.000.000.000,00"
"-108.525.364.500.429.000,00","0,00"
"96.754.339.769.084.000,00","0,00"
"-35.679.539.973.090.100,00","0,00"
"799.371.444.447.894.000,00","1.000.000.000.000.000.000,00"
"25.165.623.043.265.100,00","0,00"
"522.944.636.539.414.000,00","1.000.000.000.000.000.000,00"
"468.980.959.000.604.000,00","1.000.000.000.000.000.000,00"
"-120.214.337.758.650.000,00","0,00"
"24.064.670.479.284.800,00","0,00"
"453.447.840.848.031.000,00","1.000.000.000.000.000.000,00"
"-75.236.246.682.565.300,00","0,00"
"-156.068.791.855.700.000,00","0,00"
"190.087.809.472.788.000,00","1.000.000.000.000.000.000,00"
"287.031.931.576.104.000,00","1.000.000.000.000.000.000,00"
"1.138.474.379.143.590,00","0,00"
"-70.010.912.063.405.200,00","0,00"
"118.612.656.109.531.000,00","0,00"
"-3.695.376.895.034.250,00","0,00"
"636.810.516.446.528.000,00","1.000.000.000.000.000.000,00"
"-288.751.989.699.401.000,00","0,00"
"3.138.201.550.601.560,00","0,00"
"183.792.669.877.109.000,00","1.000.000.000.000.000.000,00"
"-98.081.417.416.451.600,00","0,00"
"759.007.035.610.116.000,00","1.000.000.000.000.000.000,00"
"108.517.695.089.877.000,00","0,00"
"-32.236.943.400.996.700,00","0,00"
"138.872.004.745.450.000,00","1.000.000.000.000.000.000,00"
"-60.059.067.944.599.800,00","1.000.000.000.000.000.000,00"
"422.385.299.976.512.000,00","1.000.000.000.000.000.000,00"
"-75.446.639.242.544.900,00","0,00"
"626.728.260.686.187.000,00","1.000.000.000.000.000.000,00"
"34.743.847.114.632.900,00","0,00"
"163.554.713.652.794.000,00","0,00"
"-40.479.367.565.879.400,00","0,00"
"105.729.530.153.459.000,00","0,00"
"240.960.242.931.059.000,00","1.000.000.000.000.000.000,00"
"130.923.466.219.966.000,00","0,00"
"596.761.942.657.592.000,00","1.000.000.000.000.000.000,00"
"28.757.876.711.316.900,00","0,00"
"2.350.845.914.241.890,00","0,00"
"19.957.827.774.829.900,00","0,00"
"-68.461.518.629.803.000,00","0,00"
"-14.675.545.936.427.000,00","0,00"
"120.291.473.926.261.000,00","0,00"
"526.058.789.540.475.000,00","1.000.000.000.000.000.000,00"
"531.206.782.178.357.000,00","1.000.000.000.000.000.000,00"
"42.046.041.038.094.000,00","0,00"
"678.214.417.132.108.000,00","1.000.000.000.000.000.000,00"
"214.402.602.251.608.000,00","1.000.000.000.000.000.000,00"
"499.747.214.333.694.000,00","1.000.000.000.000.000.000,00"
"-110.592.838.861.127.000,00","0,00"
"47.779.852.728.791.400,00","0,00"
"-44.889.975.834.818.100,00","0,00"
"2.691.122.068.773.020,00","0,00"
"23.082.603.589.478.400,00","1.000.000.000.000.000.000,00"
"773.121.274.546.466.000,00","1.000.000.000.000.000.000,00"
"106.057.150.378.652.000,00","0,00"
"-84.929.243.345.880.500,00","0,00"
"-19.214.322.380.774.100,00","0,00"
"-188.991.218.816.321.000,00","0,00"
"415.675.081.217.004.000,00","1.000.000.000.000.000.000,00"
"137.930.030.826.472.000,00","0,00"
"-143.429.593.022.071.000,00","0,00"
"296.828.041.269.073.000,00","1.000.000.000.000.000.000,00"
"-5.694.463.035.559.210,00","0,00"
"-29.236.468.418.565.200,00","0,00"
"-118.423.085.155.814.000,00","0,00"
"141.162.907.201.578.000,00","0,00"
"-17.951.325.635.932.300,00","0,00"
"13.544.233.609.157.500,00","1.000.000.000.000.000.000,00"
"672.519.802.908.334.000,00","1.000.000.000.000.000.000,00"
"-3.431.383.387.058.320,00","0,00"
"622.884.916.615.446.000,00","1.000.000.000.000.000.000,00"
"-29.259.813.010.222.500,00","0,00"
"714.519.662.205.883.000,00","1.000.000.000.000.000.000,00"
"204.749.247.844.825.000,00","0,00"
"673.168.269.099.513.000,00","1.000.000.000.000.000.000,00"
"-230.063.496.899.759.000,00","0,00"
"129.759.755.670.004.000,00","1.000.000.000.000.000.000,00"
"54.230.671.068.377.400,00","0,00"
"-26.899.359.239.681.500,00","0,00"
"44.426.224.886.821.000,00","1.000.000.000.000.000.000,00"
"23.736.121.148.806.300,00","0,00"
"311.613.954.022.277.000,00","1.000.000.000.000.000.000,00"
"14.534.507.515.858.300,00","0,00"
"-38.576.663.494.957.900,00","0,00"
"573.654.813.900.361.000,00","1.000.000.000.000.000.000,00"
"-75.773.750.375.950.500,00","0,00"
"143.445.866.061.612.000,00","0,00"
"-4.668.087.816.896.780,00","0,00"
"372.831.513.200.566.000,00","1.000.000.000.000.000.000,00"
"820.168.070.691.457.000,00","1.000.000.000.000.000.000,00"
"70.962.591.539.590.200,00","0,00"
"-67.058.996.572.489.800,00","0,00"
"39.233.722.886.415.000,00","0,00"
"-17.703.046.885.891.800,00","0,00"
"246.030.495.941.662.000,00","1.000.000.000.000.000.000,00"
"-51.045.490.688.946.800,00","0,00"
"16.777.635.806.304.500,00","0,00"
"435.940.932.554.670.000,00","1.000.000.000.000.000.000,00"
"-26.572.071.053.574.600,00","0,00"
"52.507.887.104.111.900,00","0,00"
"-45.329.580.651.118.100,00","0,00"
"555.248.634.933.350.000,00","1.000.000.000.000.000.000,00"
"350.199.317.084.876.000,00","1.000.000.000.000.000.000,00"
"664.433.270.612.194.000,00","1.000.000.000.000.000.000,00"
"-3.537.383.317.863.460,00","0,00"
"40.393.576.666.118.800,00","0,00"
"-10.502.479.035.533.600,00","0,00"
"82.165.802.937.884.700,00","0,00"
"346.287.673.262.012.000,00","1.000.000.000.000.000.000,00"
"618.140.527.370.012.000,00","1.000.000.000.000.000.000,00"
"-126.845.585.412.369.000,00","0,00"
"508.206.621.693.940.000,00","1.000.000.000.000.000.000,00"
"386.285.831.302.361.000,00","1.000.000.000.000.000.000,00"
"-77.546.754.646.708.000,00","0,00"
"1.497.509.776.102.930,00","0,00"
"-30.177.214.155.455.100,00","0,00"
"60.073.822.897.278.400,00","0,00"
"255.609.872.880.444.000,00","1.000.000.000.000.000.000,00"
"497.498.430.206.259.000,00","1.000.000.000.000.000.000,00"
"-45.401.405.660.389.900,00","0,00"
"181.180.022.461.862.000,00","1.000.000.000.000.000.000,00"
"94.543.975.476.800.200,00","0,00"
"-2.866.975.638.578.970,00","0,00"
"26.658.332.315.278.800,00","0,00"
"210.852.659.644.937.000,00","1.000.000.000.000.000.000,00"
"-21.071.290.752.867.500,00","0,00"
"469.868.578.375.310.000,00","1.000.000.000.000.000.000,00"
"1.935.048.622.325.890,00","0,00"
"384.520.877.840.709.000,00","1.000.000.000.000.000.000,00"
"-61.366.662.110.946.200,00","0,00"
"172.601.198.825.949.000,00","0,00"
"-107.059.961.593.316.000,00","0,00"
"9.951.177.988.720.030,00","0,00"
"237.237.093.710.130.000,00","1.000.000.000.000.000.000,00"
"-129.505.390.237.345.000,00","0,00"
"32.744.989.047.162.100,00","0,00"
"461.182.911.043.804.000,00","1.000.000.000.000.000.000,00"
"666.679.357.752.808.000,00","1.000.000.000.000.000.000,00"
"75.238.865.345.626.800,00","0,00"
"-2.993.031.660.757.850,00","0,00"
"260.393.026.945.932.000,00","1.000.000.000.000.000.000,00"
"-184.456.780.269.036.000,00","0,00"
"473.951.909.016.918.000,00","1.000.000.000.000.000.000,00"
"-21.408.752.199.336.400,00","0,00"
"-36.818.736.357.524.800,00","0,00"
"599.185.613.500.974.000,00","1.000.000.000.000.000.000,00"
"116.529.884.401.318.000,00","0,00"
"-30.485.135.179.061.400,00","0,00"
"-89.713.215.272.473.700,00","1.000.000.000.000.000.000,00"
"478.361.362.204.206.000,00","1.000.000.000.000.000.000,00"
"450.568.448.125.152.000,00","1.000.000.000.000.000.000,00"
"-67.406.026.138.763.600,00","0,00"
"-20.937.783.201.896.200,00","0,00"
"-189.703.299.883.792.000,00","0,00"
"-5.391.037.782.018.910,00","0,00"
"110.306.000.519.974.000,00","0,00"
"723.257.540.259.724,00","0,00"
"-49.049.884.695.012.200,00","0,00"
"65.036.076.590.750.200,00","0,00"
"55.740.415.943.274.800,00","0,00"
"181.166.848.872.987.000,00","0,00"
"-28.176.217.219.657.100,00","0,00"
"43.543.592.104.349.100,00","1.000.000.000.000.000.000,00"
"-43.958.033.654.100.300,00","0,00"
"308.752.489.799.755.000,00","1.000.000.000.000.000.000,00"
"381.182.908.457.580.000,00","1.000.000.000.000.000.000,00"
"299.546.805.366.001.000,00","1.000.000.000.000.000.000,00"
"371.353.202.701.807.000,00","1.000.000.000.000.000.000,00"
"557.763.902.599.467.000,00","1.000.000.000.000.000.000,00"
"631.696.175.941.418.000,00","1.000.000.000.000.000.000,00"
"278.680.918.178.186.000,00","1.000.000.000.000.000.000,00"
"565.546.043.178.269.000,00","1.000.000.000.000.000.000,00"
"46.267.669.342.332.800,00","0,00"
"279.460.119.387.330.000,00","1.000.000.000.000.000.000,00"
"95.903.173.170.656.800,00","0,00"
"139.297.733.275.283.000,00","0,00"
"96.844.674.153.683.800,00","0,00"
"848.809.593.327.022.000,00","1.000.000.000.000.000.000,00"
"90.472.930.499.113.200,00","0,00"
"84.548.010.438.842.300,00","0,00"
"45.217.352.663.247.800,00","0,00"
"441.571.025.753.472.000,00","1.000.000.000.000.000.000,00"
"-70.974.758.052.811.100,00","0,00"
"78.041.181.660.641.100,00","0,00"
"204.927.864.948.522.000,00","0,00"
"853.129.553.245.443.000,00","1.000.000.000.000.000.000,00"
"-24.313.790.554.639.800,00","0,00"
"15.544.180.344.296.800,00","0,00"
"-74.988.403.213.434.500,00","0,00"
"-49.707.067.650.151.100,00","0,00"
"11.770.222.649.333.600,00","0,00"
"261.284.853.578.294.000,00","1.000.000.000.000.000.000,00"
"604.444.871.344.049.000,00","1.000.000.000.000.000.000,00"
"194.131.102.153.609.000,00","1.000.000.000.000.000.000,00"
"355.895.534.564.925.000,00","1.000.000.000.000.000.000,00"
"697.153.292.894.628.000,00","1.000.000.000.000.000.000,00"
"88.059.430.812.643.700,00","0,00"
"-28.751.963.705.499.400,00","0,00"
"258.441.179.645.615.000,00","1.000.000.000.000.000.000,00"
"330.949.657.951.459.000,00","1.000.000.000.000.000.000,00"
"-16.667.470.950.586.400,00","0,00"
"683.996.701.269.927.000,00","1.000.000.000.000.000.000,00"
"118.891.048.633.945.000,00","0,00"
"341.388.030.138.467.000,00","1.000.000.000.000.000.000,00"
"76.241.874.841.955.000,00","0,00"
"611.017.097.431.020.000,00","1.000.000.000.000.000.000,00"
"-201.647.299.943.407.000,00","0,00"
"72.165.593.563.668.800,00","0,00"
"-160.010.581.336.780.000,00","0,00"
"775.421.462.474.933.000,00","1.000.000.000.000.000.000,00"
"-79.620.847.404.842.000,00","0,00"
"105.153.352.892.374.000,00","0,00"
"2.027.128.307.881.070,00","0,00"
"-128.145.878.420.788.000,00","0,00"
"485.358.480.474.331.000,00","1.000.000.000.000.000.000,00"
"132.652.303.995.101.000,00","0,00"
"-34.099.761.773.064.600,00","0,00"
"792.272.450.219.333.000,00","1.000.000.000.000.000.000,00"
"-3.736.224.345.711.980,00","0,00"
"265.826.801.444.655.000,00","1.000.000.000.000.000.000,00"
"-59.399.658.709.229.100,00","0,00"
"122.554.461.156.156.000,00","0,00"
"52.110.995.711.960.600,00","0,00"
"206.567.930.143.836.000,00","1.000.000.000.000.000.000,00"
"587.077.265.779.516.000,00","1.000.000.000.000.000.000,00"
"4.106.076.262.867.470,00","0,00"
"141.870.592.379.132.000,00","0,00"
"412.256.066.351.280.000,00","1.000.000.000.000.000.000,00"
"-257.294.527.741.359.000,00","0,00"
"352.859.705.607.920.000,00","1.000.000.000.000.000.000,00"
"5.725.735.599.808.880,00","0,00"
"30.361.728.971.856.300,00","0,00"
"-49.651.833.304.569.300,00","0,00"
"508.221.421.818.286.000,00","1.000.000.000.000.000.000,00"
"-4.509.866.217.885.770,00","0,00"
"-40.557.671.132.839.000,00","0,00"
"599.306.123.199.079.000,00","1.000.000.000.000.000.000,00"
"-16.355.600.909.088.600,00","0,00"
"-89.983.605.154.032.400,00","0,00"
"36.676.207.734.802.000,00","0,00"
"556.993.769.517.739.000,00","1.000.000.000.000.000.000,00"
"120.954.964.630.147.000,00","0,00"
"124.867.056.961.671.000,00","0,00"
"-64.019.416.582.027.200,00","0,00"
"635.232.605.066.195.000,00","1.000.000.000.000.000.000,00"
"-58.716.017.869.750.400,00","0,00"
"246.617.838.238.866.000,00","0,00"
"467.163.094.017.578.000,00","1.000.000.000.000.000.000,00"
"1.066.182.241.880.290.000,00","1.000.000.000.000.000.000,00"
"-64.506.301.032.035.400,00","0,00"
"322.318.888.328.541.000,00","1.000.000.000.000.000.000,00"
"-19.406.129.927.576.400,00","0,00"
"52.792.196.140.400.400,00","0,00"
"412.727.899.778.801.000,00","1.000.000.000.000.000.000,00"
"-13.306.556.259.024.100,00","0,00"
"9.010.132.152.687.120,00","0,00"
"8.913.415.083.274.810,00","0,00"
"-7.223.884.561.849.430,00","0,00"
"-7.537.904.823.287.460,00","0,00"
"76.416.562.879.177.100,00","0,00"
"752.034.345.928.565.000,00","1.000.000.000.000.000.000,00"
"183.835.908.563.485.000,00","0,00"
"79.160.676.996.775.800,00","0,00"
"122.866.460.828.496.000,00","0,00"
"6.096.833.693.441.500,00","0,00"
"-82.073.897.073.002.300,00","0,00"
"513.259.427.504.569.000,00","1.000.000.000.000.000.000,00"
"112.580.055.747.890.000,00","1.000.000.000.000.000.000,00"
"-20.251.690.725.939.500,00","0,00"
"105.824.959.607.627.000,00","0,00"
"106.497.884.449.106.000,00","0,00"
"8.454.466.126.088.790,00","0,00"
"64.024.947.086.869.100,00","0,00"
"22.720.014.427.906.900,00","0,00"
"261.814.653.004.734.000,00","1.000.000.000.000.000.000,00"
"122.873.381.040.903.000,00","0,00"
"34.621.839.073.723.700,00","0,00"
"218.758.288.833.600.000,00","1.000.000.000.000.000.000,00"
"132.100.704.429.444.000,00","1.000.000.000.000.000.000,00"
"389.638.168.880.169.000,00","1.000.000.000.000.000.000,00"
"350.896.129.127.012.000,00","1.000.000.000.000.000.000,00"
"-204.985.954.092.556.000,00","0,00"
"-117.087.279.118.731.000,00","0,00"
"246.377.992.063.064.000,00","1.000.000.000.000.000.000,00"
"57.369.027.742.079.200,00","0,00"
"29.306.998.599.289.900,00","0,00"
"719.384.691.498.909.000,00","1.000.000.000.000.000.000,00"
"-8.403.150.545.681.510,00","0,00"
"862.607.454.534.343.000,00","1.000.000.000.000.000.000,00"
"54.392.820.646.279.300,00","0,00"
"34.362.978.963.658.000,00","0,00"
"159.483.671.445.862.000,00","0,00"
"-7.422.299.899.459.540,00","0,00"
"274.306.656.557.577.000,00","1.000.000.000.000.000.000,00"
"-20.275.904.447.062.900,00","0,00"
"209.015.192.744.273.000,00","0,00"
"26.894.755.313.056.100,00","0,00"
"401.339.648.956.569.000,00","1.000.000.000.000.000.000,00"
"19.998.567.742.313.800,00","0,00"
"34.370.146.608.749.300,00","0,00"
"-150.260.760.590.263.000,00","0,00"
"-171.694.122.784.430.000,00","0,00"
"71.930.755.898.460.700,00","0,00"
"-106.101.091.785.273.000,00","0,00"
"-7.060.193.608.743.010,00","0,00"
"-88.854.390.627.596.800,00","0,00"
"120.506.175.077.121.000,00","0,00"
"290.782.631.518.281.000,00","1.000.000.000.000.000.000,00"
"119.421.185.369.364.000,00","0,00"
"34.325.192.338.414.100,00","0,00"
"-56.889.776.692.304.500,00","0,00"
"225.114.927.399.671.000,00","1.000.000.000.000.000.000,00"
"736.281.340.432.810.000,00","1.000.000.000.000.000.000,00"
"-204.203.034.123.392.000,00","0,00"
"359.242.931.591.182.000,00","1.000.000.000.000.000.000,00"
"413.108.718.196.048.000,00","1.000.000.000.000.000.000,00"
"-17.547.750.794.724.700,00","1.000.000.000.000.000.000,00"
"55.078.405.826.545.600,00","0,00"
"649.683.400.475.778.000,00","1.000.000.000.000.000.000,00"
"247.892.534.570.815.000,00","1.000.000.000.000.000.000,00"
"276.126.730.921.244.000,00","1.000.000.000.000.000.000,00"
"-14.876.125.295.295.900,00","0,00"
"-80.992.555.389.170.400,00","0,00"
"158.001.935.435.072.000,00","0,00"
"-19.758.965.884.673.600,00","0,00"
"19.037.724.105.931.300,00","0,00"
"-6.035.763.701.720.390,00","0,00"
"-144.351.357.951.785.000,00","0,00"
"-62.036.161.963.588.500,00","0,00"
"98.895.514.217.798.200,00","0,00"
"708.020.497.319.888.000,00","1.000.000.000.000.000.000,00"
"-72.446.906.490.786.000,00","0,00"
"622.725.330.498.901.000,00","1.000.000.000.000.000.000,00"
"365.032.185.299.117.000,00","1.000.000.000.000.000.000,00"
"-204.160.256.631.191.000,00","0,00"
"267.716.486.578.234.000,00","1.000.000.000.000.000.000,00"
"-24.960.129.988.132.600,00","0,00"
"725.562.227.558.211.000,00","1.000.000.000.000.000.000,00"
"-146.649.623.148.522.000,00","0,00"
"127.538.092.352.930.000,00","1.000.000.000.000.000.000,00"
"625.071.386.470.152.000,00","1.000.000.000.000.000.000,00"
"771.229.222.056.678.000,00","1.000.000.000.000.000.000,00"
"74.530.013.964.997.500,00","0,00"
"-62.015.722.598.222.500,00","0,00"
"-135.935.094.906.202.000,00","0,00"
"462.818.809.429.057.000,00","1.000.000.000.000.000.000,00"
"454.840.013.212.252.000,00","1.000.000.000.000.000.000,00"
"285.574.419.439.222.000,00","1.000.000.000.000.000.000,00"
"-117.098.983.478.404.000,00","0,00"
"-38.342.383.368.703.700,00","0,00"
"81.512.860.505.538.800,00","0,00"
"-118.695.956.194.355.000,00","0,00"
"605.448.751.267.161.000,00","1.000.000.000.000.000.000,00"
"13.705.725.971.894.700,00","0,00"
"-1.951.604.315.824.610,00","0,00"
"-19.519.774.128.687.100,00","0,00"
"-15.822.128.368.571.100,00","0,00"
"-91.859.009.143.679.800,00","0,00"
"13.516.529.390.815.100,00","0,00"
"287.875.206.946.394.000,00","1.000.000.000.000.000.000,00"
"722.735.479.426.017.000,00","1.000.000.000.000.000.000,00"
"-417.248.110.644.710.000,00","0,00"
"-83.235.406.349.156.600,00","0,00"
"-3.056.786.615.210.120,00","0,00"
"-122.094.434.787.926.000,00","0,00"
"201.219.771.996.654.000,00","1.000.000.000.000.000.000,00"
"479.474.793.843.743.000,00","1.000.000.000.000.000.000,00"
"146.913.170.943.819.000,00","0,00"
"69.277.915.365.761.500,00","0,00"
"441.623.657.255.197.000,00","1.000.000.000.000.000.000,00"
"596.340.324.749.922.000,00","1.000.000.000.000.000.000,00"
"314.255.929.059.676.000,00","1.000.000.000.000.000.000,00"
"71.495.490.094.301.500,00","0,00"
"-67.478.939.417.071.700,00","0,00"
"579.763.610.266.500.000,00","1.000.000.000.000.000.000,00"
"253.139.190.133.361.000,00","1.000.000.000.000.000.000,00"
"113.193.238.271.673.000,00","0,00"
"1.375.701.085.913.170,00","0,00"
"691.124.193.315.342.000,00","1.000.000.000.000.000.000,00"
"-6.468.804.459.169.940,00","0,00"
"-7.257.755.456.023.140,00","0,00"
"-3.553.954.410.395.890,00","0,00"
"189.005.644.218.805.000,00","1.000.000.000.000.000.000,00"
"600.562.201.697.488.000,00","1.000.000.000.000.000.000,00"
"456.247.510.903.092.000,00","1.000.000.000.000.000.000,00"
"66.461.104.932.191.900,00","0,00"
"-80.349.826.963.320.900,00","0,00"
"205.272.778.403.186.000,00","1.000.000.000.000.000.000,00"
"109.054.970.768.816.000,00","0,00"
"212.862.266.534.755.000,00","1.000.000.000.000.000.000,00"
"79.900.422.611.235.500,00","0,00"
"12.161.169.639.724.600,00","0,00"
"21.072.282.359.369.800,00","0,00"
"-29.432.358.763.159.600,00","0,00"
"707.368.165.339.034.000,00","1.000.000.000.000.000.000,00"
"-1.375.014.450.404.510,00","0,00"
"89.469.563.682.508.900,00","0,00"
"-65.449.149.928.325.500,00","0,00"
"-128.119.557.158.421.000,00","0,00"
"-132.978.854.590.923.000,00","0,00"
"224.034.804.919.892.000,00","0,00"
"32.131.287.645.760.400,00","0,00"
"133.151.179.572.239.000,00","0,00"
"93.636.069.935.044.300,00","0,00"
"-23.900.388.310.701.400,00","0,00"
"-15.495.237.158.853.900,00","0,00"
"-20.429.260.889.628.400,00","0,00"
"24.107.767.594.829.600,00","0,00"
"71.861.485.606.898.500,00","0,00"
"-43.199.802.724.661.400,00","0,00"
"36.490.664.392.197.600,00","0,00"
"-208.811.231.148.795.000,00","0,00"
"76.822.379.518.341.200,00","0,00"
"65.608.949.429.286.000,00","0,00"
"654.305.881.779.059.000,00","1.000.000.000.000.000.000,00"
"-131.751.186.131.433.000,00","0,00"
"256.312.473.779.012.000,00","1.000.000.000.000.000.000,00"
"-136.636.389.644.893.000,00","0,00"
"534.928.764.260.456.000,00","1.000.000.000.000.000.000,00"
"265.934.518.791.807.000,00","1.000.000.000.000.000.000,00"
"-223.683.292.414.990.000,00","0,00"
"413.754.758.687.486.000,00","1.000.000.000.000.000.000,00"
"357.564.801.793.331.000,00","1.000.000.000.000.000.000,00"
"44.644.108.154.712.000,00","0,00"
"14.674.537.180.150.100,00","0,00"
"-150.699.618.735.841.000,00","0,00"
"-93.393.245.452.857.900,00","0,00"
"84.766.645.833.813.000,00","0,00"
"20.229.368.712.552.400,00","0,00"
"-94.374.965.218.068.900,00","0,00"
"-40.409.486.931.636.200,00","0,00"
"-132.719.564.645.970.000,00","0,00"
"197.491.428.227.993.000,00","1.000.000.000.000.000.000,00"
"18.327.549.507.616.400,00","0,00"
"-8.211.667.479.137.920,00","0,00"
"5.288.744.887.278.670,00","0,00"
"255.986.581.092.754.000,00","1.000.000.000.000.000.000,00"
"313.931.600.435.815.000,00","1.000.000.000.000.000.000,00"
"87.452.317.330.742.500,00","0,00"
"-94.213.050.979.009.000,00","0,00"
"-6.312.082.132.419.380,00","0,00"
"199.939.213.032.994.000,00","1.000.000.000.000.000.000,00"
"344.645.257.830.462.000,00","1.000.000.000.000.000.000,00"
"97.589.336.658.898.400,00","0,00"
"145.066.009.223.097.000,00","1.000.000.000.000.000.000,00"
"29.322.491.487.339.600,00","0,00"
"-104.822.950.690.850.000,00","0,00"
"-55.855.245.249.007.900,00","0,00"
"50.219.936.293.069.300,00","0,00"
"548.574.006.937.491.000,00","1.000.000.000.000.000.000,00"
"63.900.233.513.202.800,00","0,00"
"-71.062.250.754.684.200,00","0,00"
"181.011.443.232.402.000,00","1.000.000.000.000.000.000,00"
"19.601.234.747.732.400,00","0,00"
"121.729.816.020.777.000,00","0,00"
"66.816.784.173.934.400,00","1.000.000.000.000.000.000,00"
"-98.624.989.517.278.900,00","0,00"
"30.854.058.554.780.100,00","0,00"
"103.911.137.280.576.000,00","1.000.000.000.000.000.000,00"
"-81.740.021.145.889.600,00","0,00"
"145.644.939.898.817.000,00","1.000.000.000.000.000.000,00"
"706.370.357.519.351.000,00","1.000.000.000.000.000.000,00"
"724.675.321.135.430.000,00","1.000.000.000.000.000.000,00"
"-52.340.902.182.428.200,00","0,00"
"-95.751.270.073.991.600,00","0,00"
"162.128.159.745.036.000,00","0,00"
"40.479.738.920.990.500,00","0,00"
"445.739.901.334.176.000,00","1.000.000.000.000.000.000,00"
"-123.959.165.992.888.000,00","0,00"
"553.655.127.095.745.000,00","1.000.000.000.000.000.000,00"
"442.264.230.246.418.000,00","1.000.000.000.000.000.000,00"
"-71.507.710.578.947.800,00","0,00"
"-38.219.577.203.580.000,00","0,00"
"166.817.489.509.073.000,00","0,00"
"645.789.292.218.141.000,00","1.000.000.000.000.000.000,00"
"639.253.738.573.070.000,00","1.000.000.000.000.000.000,00"
"8.190.116.498.820.870,00","0,00"
"-4.192.396.064.777.660,00","0,00"
"-108.201.598.542.121.000,00","0,00"
"-71.081.189.513.055.400,00","0,00"
"-311.901.204.342.069.000,00","0,00"
"39.037.980.530.561.600,00","1.000.000.000.000.000.000,00"
"25.907.903.957.340.900,00","0,00"
"439.846.681.383.150.000,00","1.000.000.000.000.000.000,00"
"114.408.569.583.055.000,00","0,00"
"100.143.522.612.514.000,00","0,00"
